门架名称,状态,车辆编号,车型,轨迹编号,时间戳
门架10,正常,车003894,客车,1.0,1645579841.0
门架1,正常,车003895,客车,1.0,1645519841.0
门架2,正常,车003895,客车,1.0,1645521458.0
门架3,正常,车003895,客车,1.0,1645521517.0
门架4,正常,车003895,客车,1.0,1645521881.0
门架7,正常,车003896,客车,1.0,1645953054.0
门架8,正常,车003896,客车,1.0,1645953741.0
门架9,正常,车003896,客车,1.0,1645954106.0
门架10,正常,车003896,客车,1.0,1645954185.0
门架11,正常,车003896,客车,1.0,1645954416.0
门架12,正常,车003896,客车,1.0,1645954796.0
门架4,正常,车003897,客车,1.0,1645939046.0
门架4,正常,车003898,客车,1.0,1645839710.0
门架5,正常,车003898,客车,1.0,1645840001.0
门架6,正常,车003898,客车,1.0,1645840125.0
门架7,正常,车003898,客车,1.0,1645840330.0
门架8,正常,车003898,客车,1.0,1645840943.0
门架9,正常,车003898,客车,1.0,1645841245.0
门架10,正常,车003898,客车,1.0,1645841316.0
门架11,正常,车003898,客车,1.0,1645841506.0
门架12,正常,车003898,客车,1.0,1645841863.0
门架14,正常,车003898,客车,2.0,1645928625.0
门架7,正常,车003899,客车,1.0,1645520005.0
门架8,正常,车003899,客车,1.0,1645520659.0
门架9,正常,车003899,客车,1.0,1645521025.0
门架10,正常,车003899,客车,1.0,1645521150.0
门架11,正常,车003899,客车,1.0,1645521304.0
门架12,正常,车003899,客车,1.0,1645521556.0
门架13,正常,车003899,客车,1.0,1645521644.0
门架14,正常,车003899,客车,1.0,1645521946.0
门架15,正常,车003899,客车,1.0,1645522691.0
门架7,正常,车003899,客车,2.0,1645663955.0
门架8,正常,车003899,客车,2.0,1645664555.0
门架9,正常,车003899,客车,2.0,1645664855.0
门架10,正常,车003899,客车,2.0,1645664936.0
门架7,正常,车003900,客车,1.0,1645529245.0
门架8,正常,车003900,客车,1.0,1645529950.0
门架9,正常,车003900,客车,1.0,1645530686.0
门架10,正常,车003900,客车,1.0,1645530781.0
门架11,正常,车003900,客车,1.0,1645531056.0
门架12,正常,车003900,客车,1.0,1645531379.0
门架13,正常,车003900,客车,1.0,1645531466.0
门架14,正常,车003900,客车,1.0,1645531786.0
门架15,正常,车003900,客车,1.0,1645532550.0
门架7,正常,车003901,客车,1.0,1645843662.0
门架8,正常,车003901,客车,1.0,1645844816.0
门架9,正常,车003901,客车,1.0,1645845436.0
门架6,漏过,车003902,客车,1.0,1645668710.0
门架9,漏过,车003902,客车,1.0,1645669595.5
门架5,正常,车003902,客车,1.0,1645668560.0
门架7,正常,车003902,客车,1.0,1645668860.0
门架8,正常,车003902,客车,1.0,1645669415.0
门架10,正常,车003902,客车,1.0,1645669776.0
门架11,正常,车003902,客车,1.0,1645669953.0
门架9,正常,车003902,客车,1.0,1645672223.0
门架3,正常,车003903,客车,1.0,1645780752.0
门架4,正常,车003903,客车,1.0,1645781111.0
门架5,正常,车003903,客车,1.0,1645781392.0
门架6,正常,车003903,客车,1.0,1645781513.0
门架7,正常,车003904,客车,1.0,1645768795.0
门架8,正常,车003904,客车,1.0,1645769551.0
门架9,正常,车003904,客车,1.0,1645769941.0
门架10,正常,车003904,客车,1.0,1645770032.0
门架11,正常,车003904,客车,1.0,1645770246.0
门架12,正常,车003904,客车,1.0,1645770738.0
门架13,正常,车003904,客车,1.0,1645770811.0
门架14,正常,车003904,客车,1.0,1645771282.0
门架15,正常,车003904,客车,1.0,1645772327.0
门架4,正常,车003905,货车,1.0,1645920985.0
门架5,正常,车003905,货车,1.0,1645921349.0
门架6,正常,车003905,货车,1.0,1645921505.0
门架7,正常,车003905,货车,1.0,1645921751.0
门架8,正常,车003905,货车,1.0,1645922496.0
门架9,正常,车003905,货车,1.0,1645923272.0
门架10,正常,车003905,货车,1.0,1645923371.0
门架14,正常,车003906,客车,1.0,1645612112.0
门架15,正常,车003906,客车,1.0,1645612760.0
门架4,正常,车003907,客车,1.0,1645865365.0
门架5,正常,车003908,客车,1.0,1645496973.0
门架6,正常,车003908,客车,1.0,1645497103.0
门架7,正常,车003908,客车,1.0,1645497295.0
门架8,正常,车003908,客车,1.0,1645497940.0
门架9,正常,车003908,客车,1.0,1645498265.0
门架10,正常,车003908,客车,1.0,1645498341.0
门架11,正常,车003908,客车,1.0,1645498526.0
门架12,正常,车003908,客车,1.0,1645498877.0
门架7,正常,车003908,客车,2.0,1645679315.0
门架8,正常,车003908,客车,2.0,1645679931.0
门架9,正常,车003908,客车,2.0,1645680250.0
门架10,正常,车003908,客车,2.0,1645680325.0
门架11,正常,车003908,客车,2.0,1645680495.0
门架12,正常,车003908,客车,2.0,1645680956.0
门架7,正常,车003908,客车,3.0,1645858521.0
门架8,正常,车003908,客车,3.0,1645859209.0
门架9,正常,车003908,客车,3.0,1645859971.0
门架10,正常,车003908,客车,3.0,1645860057.0
门架11,正常,车003908,客车,3.0,1645860245.0
门架12,正常,车003908,客车,3.0,1645860676.0
门架13,正常,车003908,客车,3.0,1645860771.0
门架5,正常,车003909,客车,1.0,1645928272.0
门架6,正常,车003909,客车,1.0,1645928402.0
门架7,正常,车003909,客车,1.0,1645928611.0
门架8,正常,车003909,客车,1.0,1645929216.0
门架9,正常,车003909,客车,1.0,1645929547.0
门架10,正常,车003909,客车,1.0,1645929626.0
门架11,正常,车003909,客车,1.0,1645929826.0
门架12,正常,车003909,客车,1.0,1645930201.0
门架13,正常,车003909,客车,1.0,1645930316.0
门架14,正常,车003909,客车,1.0,1645930641.0
门架15,正常,车003909,客车,1.0,1645931286.0
门架6,正常,车003910,货车,1.0,1645781724.0
门架7,正常,车003910,货车,1.0,1645781942.0
门架8,正常,车003910,货车,1.0,1645782683.0
门架9,正常,车003910,货车,1.0,1645783072.0
门架10,正常,车003910,货车,1.0,1645783173.0
门架4,正常,车003911,客车,1.0,1645505942.0
门架1,正常,车003912,客车,1.0,1645709915.0
门架2,正常,车003912,客车,1.0,1645711765.0
门架1,正常,车003913,货车,1.0,1645538080.0
门架2,正常,车003913,货车,1.0,1645539920.0
门架3,正常,车003913,货车,1.0,1645540000.0
门架4,正常,车003913,货车,1.0,1645540500.0
门架5,正常,车003913,货车,1.0,1645540850.0
门架6,正常,车003913,货车,1.0,1645541010.0
门架1,正常,车003913,货车,2.0,1645607450.0
门架2,正常,车003913,货车,2.0,1645609216.0
门架3,正常,车003913,货车,2.0,1645609306.0
门架4,正常,车003913,货车,2.0,1645609821.0
门架5,正常,车003913,货车,2.0,1645610176.0
门架7,正常,车003914,客车,1.0,1645495519.0
门架8,正常,车003914,客车,1.0,1645496041.0
门架9,正常,车003914,客车,1.0,1645496370.0
门架10,正常,车003914,客车,1.0,1645496462.0
门架2,正常,车003915,客车,1.0,1645844473.0
门架3,正常,车003915,客车,1.0,1645844562.0
门架7,正常,车003916,客车,1.0,1645589986.0
门架8,正常,车003916,客车,1.0,1645590621.0
门架9,正常,车003916,客车,1.0,1645591201.0
门架10,正常,车003916,客车,1.0,1645591275.0
门架7,正常,车003916,客车,2.0,1645762536.0
门架8,正常,车003916,客车,2.0,1645763195.0
门架9,正常,车003916,客车,2.0,1645763520.0
门架10,正常,车003916,客车,2.0,1645763605.0
门架7,正常,车003917,货车,1.0,1645507515.0
门架8,正常,车003917,货车,1.0,1645508286.0
门架9,正常,车003917,货车,1.0,1645508706.0
门架10,正常,车003917,货车,1.0,1645508806.0
门架11,正常,车003917,货车,1.0,1645509040.0
门架4,正常,车003917,货车,3.0,1645583711.0
门架5,正常,车003917,货车,3.0,1645584090.0
门架6,正常,车003917,货车,3.0,1645584240.0
门架7,正常,车003917,货车,3.0,1645584470.0
门架8,正常,车003917,货车,3.0,1645585273.0
门架9,正常,车003917,货车,3.0,1645585696.0
门架10,正常,车003917,货车,3.0,1645585805.0
门架11,正常,车003917,货车,3.0,1645586045.0
门架7,正常,车003917,货车,4.0,1645771280.0
门架8,正常,车003917,货车,4.0,1645772116.0
门架9,正常,车003917,货车,4.0,1645772527.0
门架10,正常,车003917,货车,4.0,1645772658.0
门架11,正常,车003917,货车,4.0,1645772887.0
门架15,正常,车003917,货车,5.0,1645786065.0
门架7,正常,车003917,货车,6.0,1645945612.0
门架8,正常,车003917,货车,6.0,1645946476.0
门架9,正常,车003917,货车,6.0,1645946931.0
门架10,正常,车003917,货车,6.0,1645947055.0
门架11,正常,车003917,货车,6.0,1645947406.0
门架8,正常,车003918,客车,1.0,1645660897.0
门架9,正常,车003918,客车,1.0,1645661310.0
门架10,正常,车003918,客车,1.0,1645661405.0
门架11,正常,车003918,客车,1.0,1645661665.0
门架12,正常,车003918,客车,1.0,1645662162.0
门架13,正常,车003918,客车,1.0,1645662230.0
门架14,正常,车003918,客车,1.0,1645662705.0
门架4,正常,车003919,客车,1.0,1645957172.0
门架5,正常,车003919,客车,1.0,1645957515.0
门架6,正常,车003919,客车,1.0,1645957655.0
门架7,正常,车003919,客车,1.0,1645957904.0
门架8,正常,车003919,客车,1.0,1645958613.0
门架2,正常,车003920,客车,1.0,1645777523.0
门架3,正常,车003920,客车,1.0,1645777597.0
门架7,正常,车003922,客车,1.0,1645654655.0
门架8,正常,车003922,客车,1.0,1645655450.0
门架9,正常,车003922,客车,1.0,1645655850.0
门架10,正常,车003922,客车,1.0,1645655945.0
门架11,正常,车003922,客车,1.0,1645656195.0
门架12,正常,车003922,客车,1.0,1645656611.0
门架13,正常,车003922,客车,1.0,1645656680.0
门架14,正常,车003922,客车,1.0,1645657019.0
门架15,正常,车003922,客车,1.0,1645657774.0
门架4,正常,车003923,客车,1.0,1645767835.0
门架7,正常,车003924,货车,1.0,1645663165.0
门架8,正常,车003924,货车,1.0,1645663891.0
门架9,正常,车003924,货车,1.0,1645664241.0
门架10,正常,车003924,货车,1.0,1645664315.0
门架11,正常,车003924,货车,1.0,1645664512.0
门架12,正常,车003924,货车,1.0,1645664905.0
门架13,正常,车003924,货车,1.0,1645665102.0
门架4,正常,车003925,客车,1.0,1645757486.0
门架5,正常,车003925,客车,1.0,1645757801.0
门架6,正常,车003925,客车,1.0,1645757925.0
门架7,正常,车003925,客车,1.0,1645758120.0
门架8,正常,车003925,客车,1.0,1645758771.0
门架9,正常,车003925,客车,1.0,1645759094.0
门架10,正常,车003925,客车,1.0,1645759176.0
门架11,正常,车003925,客车,1.0,1645759361.0
门架12,正常,车003925,客车,1.0,1645759784.0
门架4,正常,车003925,客车,2.0,1645797614.0
门架5,正常,车003925,客车,2.0,1645797890.0
门架6,正常,车003925,客车,2.0,1645798005.0
门架7,正常,车003925,客车,2.0,1645798170.0
门架8,正常,车003925,客车,2.0,1645798770.0
门架9,正常,车003925,客车,2.0,1645799095.0
门架10,正常,车003925,客车,2.0,1645799183.0
门架11,正常,车003925,客车,2.0,1645799355.0
门架4,正常,车003925,客车,3.0,1645861786.0
门架5,正常,车003925,客车,3.0,1645862046.0
门架6,正常,车003925,客车,3.0,1645862169.0
门架7,正常,车003925,客车,3.0,1645862339.0
门架8,正常,车003925,客车,3.0,1645862936.0
门架9,正常,车003925,客车,3.0,1645863262.0
门架10,正常,车003925,客车,3.0,1645863333.0
门架6,漏过,车003926,客车,1.0,1645691654.0
门架4,正常,车003926,客车,1.0,1645691065.0
门架5,正常,车003926,客车,1.0,1645691466.0
门架7,正常,车003926,客车,1.0,1645691842.0
门架8,正常,车003926,客车,1.0,1645692691.0
门架1,正常,车003927,货车,1.0,1645519891.0
门架2,正常,车003927,货车,1.0,1645521566.0
门架3,正常,车003927,货车,1.0,1645521678.0
门架4,正常,车003928,客车,1.0,1645590556.0
门架5,正常,车003928,客车,1.0,1645590836.0
门架6,正常,车003928,客车,1.0,1645590956.0
门架7,正常,车003928,客车,1.0,1645591161.0
门架8,正常,车003928,客车,1.0,1645591771.0
门架9,正常,车003928,客车,1.0,1645593416.0
门架10,正常,车003928,客车,1.0,1645593500.0
门架10,正常,车003928,客车,2.0,1645792531.0
门架11,正常,车003928,客车,2.0,1645792789.0
门架12,正常,车003928,客车,2.0,1645793275.0
门架13,正常,车003928,客车,2.0,1645793431.0
门架14,正常,车003928,客车,2.0,1645793916.0
门架15,正常,车003928,客车,2.0,1645794704.0
门架7,正常,车003928,客车,3.0,1645926796.0
门架8,正常,车003928,客车,3.0,1645927446.0
门架9,正常,车003928,客车,3.0,1645927796.0
门架10,正常,车003928,客车,3.0,1645927875.0
门架11,正常,车003928,客车,3.0,1645928051.0
门架12,正常,车003928,客车,3.0,1645928451.0
门架13,正常,车003928,客车,3.0,1645928532.0
门架14,正常,车003928,客车,3.0,1645928978.0
门架1,正常,车003929,客车,1.0,1645763485.0
门架2,正常,车003929,客车,1.0,1645764955.0
门架3,正常,车003929,客车,1.0,1645765025.0
门架4,正常,车003929,客车,1.0,1645765424.0
门架5,正常,车003929,客车,1.0,1645765725.0
门架6,正常,车003929,客车,1.0,1645765845.0
门架7,正常,车003930,客车,1.0,1645796220.0
门架1,正常,车003931,货车,1.0,1645923121.0
门架2,正常,车003931,货车,1.0,1645925461.0
门架3,正常,车003931,货车,1.0,1645925556.0
门架11,正常,车003932,客车,1.0,1645603215.0
门架3,正常,车003933,客车,1.0,1645575821.0
门架5,正常,车003934,客车,1.0,1645947201.0
门架6,正常,车003934,客车,1.0,1645947336.0
门架4,正常,车003935,客车,1.0,1645527095.0
门架4,正常,车003936,客车,1.0,1645862816.0
门架7,正常,车003937,客车,1.0,1645520718.0
门架8,正常,车003937,客车,1.0,1645521405.0
门架9,正常,车003937,客车,1.0,1645521642.0
门架10,正常,车003937,客车,1.0,1645521726.0
门架11,正常,车003937,客车,1.0,1645521906.0
门架12,正常,车003937,客车,1.0,1645522251.0
门架7,正常,车003937,客车,4.0,1645947810.0
门架8,正常,车003937,客车,4.0,1645948432.0
门架9,正常,车003937,客车,4.0,1645948771.0
门架10,正常,车003937,客车,4.0,1645948856.0
门架11,正常,车003937,客车,4.0,1645949064.0
门架12,正常,车003937,客车,4.0,1645949516.0
门架7,正常,车003938,客车,1.0,1645509106.0
门架4,正常,车003939,客车,1.0,1645526760.0
门架5,正常,车003939,客车,1.0,1645527075.0
门架6,正常,车003939,客车,1.0,1645527209.0
门架4,正常,车003939,客车,2.0,1645699489.0
门架5,正常,车003939,客车,2.0,1645699815.0
门架4,正常,车003940,货车,1.0,1645662370.0
门架5,正常,车003940,货车,1.0,1645662795.0
门架4,正常,车003940,货车,2.0,1645839913.0
门架5,正常,车003940,货车,2.0,1645840290.0
门架6,正常,车003940,货车,2.0,1645840446.0
门架7,正常,车003940,货车,2.0,1645840685.0
门架8,正常,车003940,货车,2.0,1645841442.0
门架9,正常,车003940,货车,2.0,1645841833.0
门架10,正常,车003940,货车,2.0,1645841926.0
门架11,正常,车003940,货车,2.0,1645842149.0
门架4,正常,车003942,客车,1.0,1645848015.0
门架4,正常,车003943,客车,1.0,1645676146.0
门架4,正常,车003944,客车,1.0,1645674516.0
门架7,漏过,车003945,客车,1.0,1645870320.0
门架5,正常,车003945,客车,1.0,1645869736.0
门架6,正常,车003945,客车,1.0,1645869899.0
门架8,正常,车003945,客车,1.0,1645870741.0
门架9,正常,车003945,客车,1.0,1645871088.0
门架10,正常,车003945,客车,1.0,1645871172.0
门架11,正常,车003945,客车,1.0,1645871449.0
门架12,正常,车003945,客车,1.0,1645871718.0
门架13,正常,车003945,客车,1.0,1645871910.0
门架14,正常,车003945,客车,1.0,1645872166.0
门架7,正常,车003946,客车,2.0,1645882701.0
门架8,正常,车003946,客车,2.0,1645883835.0
门架9,正常,车003946,客车,2.0,1645884235.0
门架10,正常,车003946,客车,2.0,1645884344.0
门架11,正常,车003946,客车,2.0,1645884587.0
门架12,正常,车003946,客车,2.0,1645885086.0
门架7,正常,车003947,客车,1.0,1645859626.0
门架8,正常,车003947,客车,1.0,1645860351.0
门架9,正常,车003948,客车,1.0,1645745735.0
门架7,正常,车003949,客车,1.0,1645786455.0
门架7,正常,车003950,客车,1.0,1645615450.0
门架8,正常,车003950,客车,1.0,1645616186.0
门架9,正常,车003950,客车,1.0,1645616535.0
门架10,正常,车003950,客车,1.0,1645616635.0
门架11,正常,车003950,客车,1.0,1645616870.0
门架12,正常,车003950,客车,1.0,1645617210.0
门架13,正常,车003950,客车,1.0,1645617365.0
门架14,正常,车003950,客车,1.0,1645617711.0
门架15,正常,车003950,客车,1.0,1645618415.0
门架9,正常,车003950,客车,2.0,1645791575.0
门架10,正常,车003950,客车,2.0,1645791675.0
门架11,正常,车003950,客车,2.0,1645791865.0
门架12,正常,车003950,客车,2.0,1645792287.0
门架13,正常,车003950,客车,2.0,1645792431.0
门架14,正常,车003950,客车,2.0,1645792741.0
门架15,正常,车003950,客车,2.0,1645793470.0
门架7,正常,车003951,客车,1.0,1645864073.0
门架5,正常,车003952,客车,1.0,1645499641.0
门架6,正常,车003952,客车,1.0,1645499781.0
门架7,正常,车003952,客车,1.0,1645500007.0
门架8,正常,车003952,客车,1.0,1645500706.0
门架9,正常,车003952,客车,1.0,1645501066.0
门架10,正常,车003952,客车,1.0,1645501156.0
门架7,正常,车003953,货车,1.0,1645752080.0
门架8,正常,车003953,货车,1.0,1645752840.0
门架9,正常,车003953,货车,1.0,1645753246.0
门架10,正常,车003953,货车,1.0,1645753345.0
门架11,正常,车003953,货车,1.0,1645753641.0
门架12,正常,车003953,货车,1.0,1645754024.0
门架13,正常,车003953,货车,1.0,1645754185.0
门架1,正常,车003954,客车,1.0,1645512363.0
门架2,正常,车003954,客车,1.0,1645513715.0
门架3,正常,车003954,客车,1.0,1645513781.0
门架2,正常,车003954,客车,3.0,1645575131.0
门架3,正常,车003954,客车,3.0,1645575205.0
门架1,正常,车003954,客车,4.0,1645661085.0
门架2,正常,车003954,客车,4.0,1645662541.0
门架3,正常,车003954,客车,4.0,1645662605.0
门架1,正常,车003954,客车,5.0,1645755875.0
门架2,正常,车003954,客车,5.0,1645757346.0
门架3,正常,车003954,客车,5.0,1645757415.0
门架6,正常,车003955,货车,2.0,1645460060.0
门架4,正常,车003955,货车,3.0,1645573125.0
门架5,正常,车003955,货车,3.0,1645573505.0
门架6,正常,车003955,货车,3.0,1645575535.0
门架7,正常,车003955,货车,4.0,1645585066.0
门架8,正常,车003955,货车,4.0,1645585885.0
门架1,正常,车003955,货车,6.0,1645805254.0
门架2,正常,车003955,货车,6.0,1645807629.0
门架3,正常,车003955,货车,6.0,1645807719.0
门架4,正常,车003955,货车,7.0,1645842822.0
门架7,正常,车003956,客车,1.0,1645531332.0
门架8,正常,车003956,客车,1.0,1645532036.0
门架9,正常,车003956,客车,1.0,1645532411.0
门架10,正常,车003956,客车,1.0,1645532514.0
门架11,正常,车003956,客车,1.0,1645532750.0
门架7,正常,车003956,客车,2.0,1645791241.0
门架8,正常,车003956,客车,2.0,1645791920.0
门架9,正常,车003956,客车,2.0,1645792282.0
门架10,正常,车003956,客车,2.0,1645792370.0
门架11,正常,车003956,客车,2.0,1645792580.0
门架7,正常,车003956,客车,3.0,1645964876.0
门架8,正常,车003956,客车,3.0,1645965535.0
门架9,正常,车003956,客车,3.0,1645965875.0
门架10,正常,车003956,客车,3.0,1645965961.0
门架11,正常,车003956,客车,3.0,1645966221.0
门架7,正常,车003957,客车,1.0,1645525593.0
门架8,正常,车003957,客车,1.0,1645526251.0
门架9,正常,车003957,客车,1.0,1645526576.0
门架10,正常,车003957,客车,1.0,1645526665.0
门架11,正常,车003957,客车,1.0,1645526842.0
门架12,正常,车003957,客车,1.0,1645527250.0
门架13,正常,车003957,客车,1.0,1645527352.0
门架14,正常,车003957,客车,1.0,1645527688.0
门架15,正常,车003957,客车,1.0,1645528486.0
门架1,正常,车003958,客车,1.0,1645758576.0
门架2,正常,车003958,客车,1.0,1645760250.0
门架3,正常,车003958,客车,1.0,1645760329.0
门架8,正常,车003959,客车,1.0,1645755435.0
门架9,正常,车003959,客车,1.0,1645755765.0
门架10,正常,车003959,客车,1.0,1645755846.0
门架11,正常,车003959,客车,1.0,1645756045.0
门架13,正常,车003960,客车,1.0,1645495646.0
门架14,正常,车003960,客车,1.0,1645495732.0
门架15,正常,车003960,客车,1.0,1645496628.0
门架5,正常,车003961,客车,1.0,1645785481.0
门架6,正常,车003961,客车,1.0,1645785605.0
门架7,正常,车003961,客车,1.0,1645785806.0
门架6,漏过,车003962,客车,1.0,1645668252.5
门架5,正常,车003962,客车,1.0,1645668087.0
门架7,正常,车003962,客车,1.0,1645668418.0
门架8,正常,车003962,客车,1.0,1645669044.0
门架9,正常,车003962,客车,1.0,1645669375.0
门架10,正常,车003962,客车,1.0,1645669461.0
门架4,正常,车003963,客车,1.0,1645512761.0
门架5,正常,车003963,客车,1.0,1645513055.0
门架6,正常,车003963,客车,1.0,1645513181.0
门架7,正常,车003963,客车,1.0,1645513375.0
门架8,正常,车003963,客车,1.0,1645514036.0
门架9,正常,车003963,客车,1.0,1645514376.0
门架10,正常,车003963,客车,1.0,1645514461.0
门架11,正常,车003963,客车,1.0,1645514640.0
门架12,正常,车003963,客车,1.0,1645515051.0
门架13,正常,车003963,客车,1.0,1645515156.0
门架14,正常,车003963,客车,1.0,1645515431.0
门架7,正常,车003964,客车,1.0,1645944350.0
门架8,正常,车003964,客车,1.0,1645945071.0
门架9,正常,车003964,客车,1.0,1645946005.0
门架10,正常,车003964,客车,1.0,1645946095.0
门架6,漏过,车003965,客车,1.0,1645697039.5
门架5,正常,车003965,客车,1.0,1645696879.0
门架7,正常,车003965,客车,1.0,1645697200.0
门架8,正常,车003965,客车,1.0,1645697825.0
门架9,正常,车003965,客车,1.0,1645698170.0
门架10,正常,车003965,客车,1.0,1645698251.0
门架1,正常,车003966,客车,1.0,1645493311.0
门架2,正常,车003966,客车,1.0,1645494756.0
门架3,正常,车003966,客车,1.0,1645494831.0
门架1,正常,车003966,客车,2.0,1645597721.0
门架2,正常,车003966,客车,2.0,1645599221.0
门架3,正常,车003966,客车,2.0,1645599292.0
门架1,正常,车003966,客车,3.0,1645771281.0
门架2,正常,车003966,客车,3.0,1645772715.0
门架1,正常,车003966,客车,4.0,1645923346.0
门架2,正常,车003966,客车,4.0,1645924811.0
门架3,正常,车003966,客车,4.0,1645924877.0
门架5,正常,车003967,客车,1.0,1645544455.0
门架6,正常,车003967,客车,1.0,1645544605.0
门架7,正常,车003967,客车,1.0,1645544825.0
门架8,正常,车003967,客车,1.0,1645545530.0
门架9,正常,车003967,客车,1.0,1645545870.0
门架10,正常,车003967,客车,1.0,1645545950.0
门架11,正常,车003967,客车,1.0,1645546154.0
门架12,正常,车003967,客车,1.0,1645546500.0
门架13,正常,车003967,客车,1.0,1645546600.0
门架5,正常,车003968,货车,1.0,1645656555.0
门架5,正常,车003968,货车,2.0,1645682311.0
门架10,正常,车003969,客车,1.0,1645519931.0
门架11,正常,车003969,客车,1.0,1645520212.0
门架12,正常,车003969,客车,1.0,1645520599.0
门架4,正常,车003970,客车,1.0,1645948315.0
门架5,正常,车003970,客车,1.0,1645948605.0
门架6,正常,车003970,客车,1.0,1645948726.0
门架7,正常,车003970,客车,1.0,1645948948.0
门架8,正常,车003970,客车,1.0,1645949612.0
门架9,正常,车003970,客车,1.0,1645949946.0
门架10,正常,车003970,客车,1.0,1645950032.0
门架11,正常,车003970,客车,1.0,1645950215.0
门架12,正常,车003970,客车,1.0,1645950636.0
门架13,正常,车003970,客车,1.0,1645950695.0
门架14,正常,车003970,客车,1.0,1645951031.0
门架15,正常,车003970,客车,1.0,1645951763.0
门架3,正常,车003971,客车,1.0,1645695931.0
门架4,正常,车003971,客车,1.0,1645696369.0
门架3,正常,车003971,客车,2.0,1645845205.0
门架4,正常,车003971,客车,2.0,1645845661.0
门架5,正常,车003971,客车,3.0,1645926746.0
门架6,正常,车003971,客车,3.0,1645926855.0
门架7,正常,车003971,客车,3.0,1645927055.0
门架8,正常,车003971,客车,3.0,1645927699.0
门架9,正常,车003971,客车,3.0,1645928022.0
门架10,正常,车003971,客车,3.0,1645928095.0
门架7,正常,车003972,客车,1.0,1645752195.0
门架8,正常,车003972,客车,1.0,1645752801.0
门架9,正常,车003972,客车,1.0,1645753135.0
门架10,正常,车003972,客车,1.0,1645753211.0
门架4,正常,车003973,客车,1.0,1645619175.0
门架4,正常,车003973,客车,2.0,1645790804.0
门架4,正常,车003973,客车,3.0,1645873518.0
门架1,正常,车003974,客车,1.0,1645764795.0
门架2,正常,车003974,客车,1.0,1645766691.0
门架7,正常,车003975,客车,1.0,1645516376.0
门架8,正常,车003975,客车,1.0,1645516994.0
门架9,正常,车003975,客车,1.0,1645517360.0
门架10,正常,车003975,客车,1.0,1645517373.0
门架11,正常,车003975,客车,1.0,1645517561.0
门架12,正常,车003975,客车,1.0,1645518042.0
门架13,正常,车003975,客车,1.0,1645518054.0
门架14,正常,车003975,客车,1.0,1645518423.0
门架15,正常,车003975,客车,1.0,1645519102.0
门架10,正常,车003976,客车,1.0,1645749700.0
门架11,正常,车003976,客车,1.0,1645749895.0
门架12,正常,车003976,客车,1.0,1645750250.0
门架13,正常,车003976,客车,1.0,1645750421.0
门架7,正常,车003977,客车,1.0,1645850482.0
门架8,正常,车003977,客车,1.0,1645851386.0
门架9,正常,车003977,客车,1.0,1645851980.0
门架10,正常,车003977,客车,1.0,1645851983.0
门架5,正常,车003978,客车,1.0,1645861356.0
门架6,正常,车003978,客车,1.0,1645861495.0
门架6,漏过,车003979,客车,1.0,1645603360.5
门架5,正常,车003979,客车,1.0,1645603191.0
门架7,正常,车003979,客车,1.0,1645603530.0
门架8,正常,车003979,客车,1.0,1645604206.0
门架9,正常,车003979,客车,1.0,1645604546.0
门架10,正常,车003979,客车,1.0,1645604620.0
门架11,正常,车003979,客车,1.0,1645604851.0
门架12,正常,车003979,客车,1.0,1645605221.0
门架13,正常,车003979,客车,1.0,1645605276.0
门架14,正常,车003979,客车,1.0,1645605651.0
门架15,正常,车003979,客车,1.0,1645606467.0
门架3,正常,车003980,客车,1.0,1645939096.0
门架4,正常,车003980,客车,1.0,1645939515.0
门架5,正常,车003980,客车,1.0,1645939810.0
门架6,正常,车003980,客车,1.0,1645939930.0
门架7,正常,车003980,客车,1.0,1645940126.0
门架9,正常,车003981,客车,1.0,1645524740.0
门架10,正常,车003981,客车,1.0,1645524762.0
门架11,正常,车003981,客车,1.0,1645524826.0
门架13,正常,车003982,客车,1.0,1645490346.0
门架14,正常,车003982,客车,1.0,1645490661.0
门架13,正常,车003982,客车,2.0,1645523511.0
门架14,正常,车003982,客车,2.0,1645523928.0
门架13,正常,车003982,客车,3.0,1645577005.0
门架14,正常,车003982,客车,3.0,1645577280.0
门架1,正常,车003983,客车,1.0,1645593511.0
门架2,正常,车003983,客车,1.0,1645595175.0
门架3,正常,车003983,客车,1.0,1645595246.0
门架12,正常,车003984,客车,1.0,1645636090.0
门架1,正常,车003985,客车,1.0,1645515750.0
门架2,正常,车003985,客车,1.0,1645517652.0
门架3,正常,车003985,客车,1.0,1645517722.0
门架7,正常,车003986,客车,1.0,1645529060.0
门架8,正常,车003986,客车,1.0,1645529765.0
门架9,正常,车003986,客车,1.0,1645530115.0
门架10,正常,车003986,客车,1.0,1645530205.0
门架11,正常,车003986,客车,1.0,1645530395.0
门架7,正常,车003986,客车,3.0,1645922201.0
门架8,正常,车003986,客车,3.0,1645922896.0
门架9,正常,车003986,客车,3.0,1645923235.0
门架10,正常,车003986,客车,3.0,1645923316.0
门架11,正常,车003986,客车,3.0,1645923541.0
门架12,正常,车003986,客车,3.0,1645923856.0
门架7,正常,车003987,客车,1.0,1645766616.0
门架8,正常,车003987,客车,1.0,1645767250.0
门架9,正常,车003987,客车,1.0,1645767566.0
门架10,正常,车003987,客车,1.0,1645767651.0
门架11,正常,车003987,客车,1.0,1645767846.0
门架12,正常,车003987,客车,1.0,1645768185.0
门架13,正常,车003987,客车,1.0,1645768325.0
